equipment_id,equipment_type,agency,equipment_age_years,unplanned_outages_12mo,days_since_last_maintenance,risk_score,risk_flag,priority_tier
EQ-0662,escalator,SEPTA,16.118559094858703,5,132.39890069335013,0.6606,1,High
EQ-0811,escalator,MTA_NYC,5.4717735922509725,4,2.310914930336152,0.66,1,High
EQ-0457,elevator,MTA_NYC,16.859530693802974,4,14.898681441218857,0.66,1,High
EQ-0653,escalator,SEPTA,21.43911707810168,11,114.56645817402736,0.6594,1,High
EQ-1146,escalator,CTA,15.37038660806112,4,51.917684095760826,0.6593,1,High
EQ-1643,escalator,MTA_NYC,22.128281926339703,4,84.78856361075998,0.6574,1,High
EQ-1854,platform_lift,WMATA,13.103275461778674,5,22.200278784782352,0.6562,1,High
EQ-1082,elevator,SEPTA,10.726327886797444,0,28.376690881081,0.6557,1,High
EQ-1043,escalator,MTA_NYC,6.5187281095829,11,33.66598592862441,0.6553,1,High
EQ-0440,elevator,MTA_NYC,19.064134734356465,14,42.95986623123181,0.6542,1,High
EQ-0790,elevator,WMATA,34.61647509006206,4,10.882530841716305,0.6539,1,High
EQ-0818,elevator,SEPTA,5.026519274445084,6,39.26639506724991,0.6518,1,High
EQ-1552,escalator,MTA_NYC,3.9841875949505967,10,82.02074710322475,0.6516,1,High
EQ-1918,elevator,WMATA,19.163349019507187,5,113.45669535466187,0.6514,1,High
EQ-1505,elevator,MTA_NYC,17.590479628312544,2,10.764903924180526,0.6454,1,High
EQ-0402,escalator,MTA_NYC,18.96372798212134,1,139.26835965371046,0.6429,1,High
EQ-1015,platform_lift,MTA_NYC,9.942576915164942,6,56.13201806097279,0.6425,1,High
EQ-1744,elevator,SEPTA,8.247128479318867,0,110.80446888494376,0.64,1,High
EQ-1913,elevator,MBTA,12.620461106836435,3,56.828169126494885,0.6388,1,High
EQ-1700,platform_lift,MTA_NYC,21.289152466247305,2,165.66233229989965,0.637,1,High
EQ-1324,platform_lift,WMATA,20.05659154136768,0,365.0,0.635,1,High
EQ-0869,platform_lift,MTA_NYC,11.63949262252803,3,27.567518146182582,0.6345,1,High
EQ-1573,platform_lift,MBTA,16.884778407874244,2,16.78787017655273,0.6316,1,High
EQ-0979,escalator,MBTA,32.752417160467616,7,107.0420294601292,0.631,1,High
EQ-0787,elevator,SEPTA,7.691334614293287,8,39.85870144370311,0.6299,1,High
EQ-0206,elevator,SEPTA,17.052011260045525,7,73.86497592473378,0.6298,1,High
EQ-0948,platform_lift,MTA_NYC,24.04154841671897,8,60.34470523628488,0.6266,1,High
EQ-0137,escalator,WMATA,12.271988794467422,10,184.0154283080608,0.6251,1,High
EQ-0516,elevator,SEPTA,6.845231375388858,5,4.247779396836759,0.6232,1,High
EQ-1478,escalator,MTA_NYC,33.02343778684085,5,11.542082922969474,0.621,1,High
EQ-1669,escalator,MTA_NYC,12.67723418750213,0,241.17678558740587,0.6183,1,High
EQ-1312,escalator,WMATA,40.0,2,30.739877661068007,0.6149,1,High
EQ-1262,elevator,MTA_NYC,14.80984993349683,0,159.91969885771329,0.6147,1,High
EQ-1937,escalator,SEPTA,18.09880253607027,5,18.6784875441447,0.6146,1,High
EQ-1052,platform_lift,SEPTA,23.13347171169811,4,171.64272055149675,0.6145,1,High
EQ-0132,elevator,MTA_NYC,33.312541707605845,5,16.12668224618011,0.6135,1,High
EQ-1839,elevator,WMATA,4.526471978882634,10,14.195038023636569,0.6133,1,High
EQ-1859,escalator,CTA,7.1897535197692175,6,125.66004481876098,0.6125,1,High
EQ-0542,elevator,CTA,28.910188193924206,0,13.046285504704304,0.6107,1,High
EQ-0187,escalator,WMATA,37.68813239352867,3,189.7263051492436,0.61,1,High
EQ-0162,escalator,MTA_NYC,14.368726605128291,6,32.37910068902255,0.6096,1,High
EQ-0997,elevator,MTA_NYC,23.54590438598024,2,172.5529977639428,0.608,1,High
EQ-0040,elevator,CTA,21.70456222823903,6,91.96577579599688,0.6053,1,High
EQ-1855,elevator,SEPTA,4.769016603055239,1,41.87734674286493,0.605,1,High
EQ-1516,escalator,SEPTA,18.118620070376,1,50.742071986370846,0.6037,1,High
EQ-1473,elevator,WMATA,16.198775412641826,2,1.000523355487414,0.6036,1,High
EQ-1631,elevator,SEPTA,5.418663418643927,10,77.67079410168427,0.6001,1,High
EQ-1881,platform_lift,WMATA,22.999786444707453,3,99.90355075188248,0.5989,1,Elevated
EQ-1911,platform_lift,SEPTA,15.910465984579345,7,59.24127100800301,0.5985,1,Elevated
EQ-1506,escalator,MBTA,19.862440208811204,2,16.213955018198824,0.5969,1,Elevated
EQ-1898,elevator,MTA_NYC,6.812607892404124,14,189.9475843847937,0.5964,1,Elevated
EQ-1093,escalator,CTA,4.91889712497001,5,161.89957011199758,0.5921,1,Elevated
EQ-1111,elevator,SEPTA,18.17865972931137,6,176.57054358564898,0.5921,1,Elevated
EQ-0163,escalator,CTA,26.822988621408737,3,25.89039396272169,0.5914,1,Elevated
EQ-1621,elevator,SEPTA,14.079942143520746,9,15.296662727187476,0.5913,1,Elevated
EQ-0215,elevator,MTA_NYC,7.46931294412128,5,130.4918347483207,0.5894,1,Elevated
EQ-1795,elevator,WMATA,4.409845869558616,9,5.988334707596793,0.5891,1,Elevated
EQ-1872,escalator,SEPTA,17.375824445188506,3,245.33075375870305,0.5881,1,Elevated
EQ-1003,escalator,MTA_NYC,5.683475840150242,7,61.65498618579706,0.5865,1,Elevated
EQ-1409,platform_lift,SEPTA,26.909848679784343,2,61.224758624658826,0.5852,1,Elevated
EQ-1791,escalator,SEPTA,2.573961564604204,3,126.1053235050534,0.5849,1,Elevated
EQ-1178,escalator,CTA,21.86888498229816,2,54.62284280863044,0.5839,1,Elevated
EQ-1983,elevator,SEPTA,36.08045277482372,2,29.82471054122327,0.5838,1,Elevated
EQ-0910,escalator,SEPTA,20.208207774268647,3,29.85773851052764,0.5822,1,Elevated
EQ-1735,platform_lift,MTA_NYC,13.716856253355164,3,156.67483509622176,0.5817,1,Elevated
EQ-1927,elevator,WMATA,26.430922700221537,2,233.09588839040237,0.5814,1,Elevated
EQ-1625,escalator,SEPTA,13.620014214205716,7,11.697820708601684,0.5792,1,Elevated
EQ-1979,escalator,MTA_NYC,27.40980253906293,2,54.400931777936975,0.5791,1,Elevated
EQ-0927,escalator,MBTA,7.614817972838703,7,87.30592035370644,0.5779,1,Elevated
EQ-1679,escalator,MTA_NYC,6.607795542754912,7,49.73395577698419,0.5773,1,Elevated
EQ-1197,platform_lift,CTA,5.3085630398395125,4,96.03498839053736,0.5768,1,Elevated
EQ-0327,escalator,SEPTA,16.052501506442848,1,80.62275825813575,0.5764,1,Elevated
EQ-0954,elevator,MBTA,5.58910959923608,0,114.34228864340986,0.5758,1,Elevated
EQ-1666,elevator,CTA,9.694694216813224,9,54.03280617888346,0.5754,1,Elevated
EQ-1789,escalator,MBTA,14.23258445988621,1,47.66032589560093,0.5722,1,Elevated
EQ-0718,elevator,CTA,9.36996214323839,8,26.85118432186337,0.5704,1,Elevated
EQ-1089,elevator,SEPTA,10.550760262209744,6,77.83875958742034,0.5693,1,Elevated
EQ-0523,escalator,MTA_NYC,23.274991972146783,1,77.98438995428654,0.569,1,Elevated
EQ-0926,elevator,CTA,18.191412719349174,1,124.76145032438129,0.5684,1,Elevated
EQ-0381,escalator,CTA,19.13546453949003,4,6.644004827582849,0.5677,1,Elevated
EQ-0056,elevator,MTA_NYC,7.101345224449728,0,24.082482011980208,0.5673,1,Elevated
EQ-1787,escalator,MTA_NYC,30.33692212899484,6,22.24283005641793,0.5673,1,Elevated
EQ-0760,elevator,SEPTA,4.228778481121044,3,12.794711642288089,0.5665,1,Elevated
EQ-0709,escalator,SEPTA,17.932652656866072,0,43.24993459801322,0.5661,1,Elevated
EQ-1709,escalator,MBTA,31.89258250311915,4,76.001551092474,0.5652,1,Elevated
EQ-1523,elevator,SEPTA,8.98485880969938,9,138.99304369143525,0.5647,1,Elevated
EQ-0339,elevator,MTA_NYC,13.68571377465844,1,62.46817593362141,0.5646,1,Elevated
EQ-0942,escalator,SEPTA,15.282850602129288,5,45.14902325356592,0.5633,1,Elevated
EQ-0546,elevator,SEPTA,19.762103035597075,4,15.766796977652172,0.5623,1,Elevated
EQ-0467,platform_lift,SEPTA,10.320455128036944,2,38.684021748883694,0.5602,1,Elevated
EQ-1498,elevator,SEPTA,21.87666171454712,2,141.54264608299033,0.5594,1,Elevated
EQ-0519,elevator,WMATA,17.210561203139587,1,128.60275761694726,0.5586,1,Elevated
EQ-1318,elevator,CTA,5.283307785333642,1,92.7756219673964,0.5572,1,Elevated
EQ-0796,platform_lift,SEPTA,16.06164546527292,5,175.75605986201586,0.5569,1,Elevated
EQ-1120,platform_lift,SEPTA,9.715550463093397,6,1.0,0.5539,1,Elevated
EQ-0302,escalator,MTA_NYC,10.303101794231752,7,3.078786363587162,0.5537,1,Elevated
EQ-0840,elevator,MTA_NYC,3.880971113902827,6,154.6827730177019,0.5524,1,Elevated
EQ-1706,escalator,WMATA,18.42300061765757,1,14.65334780639208,0.5523,1,Elevated
EQ-1793,escalator,WMATA,26.977654476873,1,17.883346528828827,0.5523,1,Elevated
EQ-1715,platform_lift,MTA_NYC,29.429231408589622,4,67.37564987731741,0.5516,1,Elevated
EQ-1054,platform_lift,WMATA,10.679860497089074,0,34.80456240537923,0.5513,1,Elevated
EQ-1472,platform_lift,MTA_NYC,20.65554149999571,0,30.94755634170388,0.5503,1,Elevated
EQ-0503,escalator,MBTA,35.75615369832684,3,12.510075120602131,0.5489,1,Elevated
EQ-1845,elevator,WMATA,11.163367227778611,11,30.67145098105257,0.548,1,Elevated
EQ-0074,escalator,CTA,3.635166327438932,3,1.2061311344496144,0.5476,1,Elevated
EQ-1818,escalator,CTA,31.24143834318497,0,2.310993109068787,0.5463,1,Elevated
EQ-1495,escalator,SEPTA,3.845878344601395,3,24.632186939598284,0.5456,1,Elevated
EQ-1848,platform_lift,WMATA,6.713247348695422,6,219.54182537954063,0.5454,1,Elevated
EQ-0489,platform_lift,MTA_NYC,21.24204910718508,5,53.34149793778524,0.5452,1,Elevated
EQ-1210,elevator,SEPTA,30.344588146895116,1,39.40143388163878,0.5452,1,Elevated
EQ-0496,escalator,MTA_NYC,18.47111961159929,2,14.526018743114978,0.545,1,Elevated
EQ-1562,escalator,SEPTA,6.737641285653815,4,62.036278990043975,0.5433,1,Elevated
EQ-0769,escalator,WMATA,5.399480083444109,5,24.884936546118507,0.5432,1,Elevated
EQ-0233,elevator,CTA,13.750232017302263,5,56.5239919504398,0.5428,1,Elevated
EQ-1305,platform_lift,MTA_NYC,11.787541241205645,8,55.492283208258414,0.5375,1,Elevated
EQ-0471,platform_lift,MBTA,18.98045045990212,0,133.23480384229796,0.5374,1,Elevated
EQ-0884,escalator,SEPTA,17.832826193056626,2,75.87553266719095,0.5362,1,Elevated
EQ-0005,elevator,WMATA,22.350965772447108,7,68.23806834382519,0.5351,1,Elevated
EQ-0510,escalator,SEPTA,6.902821185881557,4,21.21626676702527,0.5319,1,Elevated
EQ-1361,elevator,SEPTA,13.58536664780183,6,142.03012842140365,0.5247,1,Elevated
EQ-0328,elevator,MTA_NYC,33.82445940049702,2,22.964391070374592,0.5217,1,Elevated
EQ-1616,platform_lift,MTA_NYC,19.92866102973445,8,1.0,0.5216,1,Elevated
EQ-0383,platform_lift,MTA_NYC,9.65518197480071,5,22.243353347472112,0.5213,1,Elevated
EQ-1102,platform_lift,MBTA,8.587402015640562,5,55.61676448671513,0.5205,1,Elevated
EQ-1416,elevator,MTA_NYC,5.5025291184376535,4,138.01104787759922,0.5188,1,Elevated
EQ-1559,platform_lift,MTA_NYC,19.340995716920656,5,35.79949629610602,0.5116,1,Elevated
EQ-0779,escalator,SEPTA,19.8551119746862,7,124.73449672170057,0.5111,1,Elevated
EQ-1157,platform_lift,SEPTA,14.818862874252384,3,130.59104823937264,0.5105,1,Elevated
EQ-1023,platform_lift,MTA_NYC,19.469820196144237,3,40.172889213577456,0.5104,1,Elevated
EQ-1077,escalator,SEPTA,22.964482257850747,0,136.40401829210788,0.5102,1,Elevated
EQ-0188,escalator,WMATA,18.69967637701984,5,121.3634686074324,0.5086,1,Elevated
EQ-1800,platform_lift,SEPTA,18.56036280191565,1,118.22639958914164,0.5081,1,Elevated
EQ-0696,elevator,WMATA,21.80909024496256,7,58.3981667543214,0.5055,1,Elevated
EQ-0336,platform_lift,MTA_NYC,15.796751399400222,1,48.72359149214634,0.5047,1,Elevated
EQ-0515,elevator,MBTA,6.693123658239919,7,77.54903611061974,0.5039,1,Elevated
EQ-0695,escalator,MTA_NYC,11.21454392545867,6,4.086591976891252,0.5028,1,Elevated
EQ-1172,escalator,SEPTA,17.85827577252901,5,9.392117396595031,0.5023,1,Elevated
EQ-1196,platform_lift,MBTA,6.267600066769738,2,16.61267465530363,0.5017,1,Elevated
EQ-0264,platform_lift,MTA_NYC,17.84632789219909,1,25.33483274954577,0.5012,1,Elevated
EQ-1900,escalator,MTA_NYC,22.901880891209775,3,124.92466045977709,0.5011,1,Elevated
EQ-1095,elevator,WMATA,5.124702313065282,3,9.743674727531,0.5005,1,Elevated
EQ-0863,elevator,MTA_NYC,8.709572744663625,6,154.7382321086647,0.5003,1,Elevated
EQ-1001,escalator,WMATA,22.97080826829244,2,55.01024453578525,0.499,1,Elevated
EQ-0470,elevator,SEPTA,9.63056591859694,4,4.623172775346188,0.4984,1,Elevated
EQ-0833,elevator,SEPTA,16.055692548107178,5,67.63107798660766,0.4973,1,Elevated
EQ-1018,platform_lift,SEPTA,1.8370961417329532,9,58.312896656141184,0.497,1,Elevated
EQ-0428,elevator,MTA_NYC,6.726772803490341,4,145.3200701683074,0.496,1,Elevated
EQ-0154,platform_lift,SEPTA,24.85425701413068,1,123.56211270728032,0.4954,1,Elevated
EQ-1008,elevator,WMATA,6.28697526064952,6,52.60015872338369,0.4944,1,Elevated
EQ-0397,elevator,SEPTA,20.43169632400422,3,21.12685345256343,0.4942,1,Elevated
EQ-0367,platform_lift,MTA_NYC,15.99516714159173,3,80.35391165369201,0.4934,1,Elevated
EQ-1044,platform_lift,WMATA,17.07546586073566,6,34.92724748165556,0.4928,1,Elevated
EQ-1755,escalator,SEPTA,17.904964066692997,1,70.24026741649841,0.4927,1,Elevated
EQ-0879,elevator,SEPTA,25.88408594587756,6,266.39710710820214,0.4927,1,Elevated
EQ-1980,elevator,CTA,18.96514584440065,6,20.92785728669331,0.4917,1,Elevated
EQ-0131,elevator,SEPTA,14.841670090227709,4,143.18075186470645,0.4915,1,Elevated
EQ-0252,platform_lift,WMATA,14.603862804799912,10,109.45342217485056,0.4905,1,Elevated
EQ-1350,platform_lift,SEPTA,17.467758349311143,3,84.75280035925365,0.489,1,Elevated
EQ-0067,escalator,SEPTA,12.451024339395786,0,38.72162507790892,0.488,1,Elevated
EQ-1956,escalator,MBTA,13.828529914459777,8,19.09104749375058,0.4879,1,Elevated
EQ-1648,escalator,MTA_NYC,15.13642629871038,5,93.61372779161668,0.4872,1,Elevated
EQ-1415,platform_lift,MTA_NYC,7.663416635785674,6,38.41102580509907,0.4865,1,Elevated
EQ-1270,escalator,SEPTA,14.849914471464686,2,106.89905842030124,0.486,1,Elevated
EQ-0858,escalator,SEPTA,26.23596294510966,1,78.18683106100792,0.4856,1,Elevated
EQ-0059,elevator,MTA_NYC,10.645508526461535,9,96.44000094551684,0.4848,1,Elevated
EQ-1247,elevator,MTA_NYC,19.393800571377547,3,170.7405125885128,0.4844,1,Elevated
EQ-1741,escalator,CTA,25.64007805383237,0,124.31534319744269,0.4841,1,Elevated
EQ-1218,escalator,WMATA,19.39561263602348,1,56.81726331705905,0.484,1,Elevated
EQ-1348,platform_lift,MTA_NYC,10.16877167842728,4,4.320701583906634,0.4839,1,Elevated
EQ-1007,escalator,SEPTA,18.45491235599351,4,95.25478800288803,0.4836,1,Elevated
EQ-0245,platform_lift,MTA_NYC,13.803557562464574,5,12.451811203105136,0.4832,1,Elevated
EQ-1594,escalator,MTA_NYC,24.357573136514187,4,1.3445247919310286,0.4823,1,Elevated
EQ-0912,escalator,WMATA,38.10426523622446,1,49.25937711241743,0.4808,1,Elevated
EQ-0791,escalator,MBTA,18.840332116060384,4,9.716461521865108,0.48,1,Elevated
EQ-1851,escalator,SEPTA,31.60836920064434,3,82.96577520646882,0.4795,1,Elevated
EQ-0707,escalator,SEPTA,14.36075219368398,1,29.39192722393037,0.4793,1,Elevated
EQ-0561,elevator,WMATA,8.257640632458287,4,89.8072453083824,0.4785,1,Elevated
EQ-0966,escalator,WMATA,26.89022332343213,3,170.81229242760287,0.4772,1,Elevated
EQ-1597,elevator,MTA_NYC,21.69246960919521,8,16.425859674353095,0.477,1,Elevated
EQ-0173,elevator,CTA,13.642916588972254,5,44.162202237917896,0.477,1,Elevated
EQ-0941,escalator,MTA_NYC,19.970900387400388,1,158.04628517763473,0.4761,1,Elevated
EQ-1078,elevator,SEPTA,19.10370560309012,6,139.20931857533046,0.4753,1,Elevated
EQ-0052,platform_lift,SEPTA,17.818458389824734,2,93.75539967312083,0.4726,1,Elevated
EQ-1676,elevator,SEPTA,22.60321471802824,0,132.05844675118,0.4708,1,Elevated
EQ-1127,elevator,SEPTA,9.038665935860148,6,47.70861311135787,0.4701,1,Elevated
EQ-1298,escalator,MTA_NYC,22.341176264919905,6,34.05181223954712,0.47,1,Elevated
EQ-1595,escalator,MTA_NYC,24.14750293585552,17,1.0,0.4698,1,Elevated
EQ-1394,elevator,MBTA,21.06025870545267,1,84.23719119263565,0.4697,1,Elevated
EQ-0558,escalator,SEPTA,15.987107488034267,7,56.57551269929744,0.4687,1,Elevated
EQ-0650,elevator,SEPTA,6.1066302610269485,0,42.34125333522995,0.4675,1,Elevated
EQ-1200,escalator,MTA_NYC,18.780324529990928,2,35.883778591926706,0.4672,1,Elevated
EQ-0312,elevator,MTA_NYC,10.246250465001935,2,165.98446599045187,0.4672,1,Elevated
EQ-0865,escalator,MTA_NYC,9.472225123160854,5,51.259336052623816,0.4665,1,Elevated
EQ-1899,escalator,CTA,5.447164368500969,4,31.082337769240137,0.4649,1,Elevated
EQ-1978,platform_lift,SEPTA,13.09916080908884,2,67.1395989179629,0.464,1,Elevated
EQ-1099,elevator,MTA_NYC,30.6709577328316,2,8.964030673678232,0.4635,1,Elevated
EQ-0003,escalator,SEPTA,10.780143112745822,6,59.11332256189277,0.4621,1,Elevated
EQ-1231,elevator,MTA_NYC,29.918967438788403,7,12.782438958389958,0.4612,1,Elevated
EQ-1599,platform_lift,WMATA,12.805745671361958,3,259.636827959754,0.4593,1,Elevated
EQ-0983,elevator,CTA,10.357081684001429,11,65.21094108772444,0.4584,1,Elevated
EQ-1658,elevator,MTA_NYC,11.20499315030893,0,151.19271902094084,0.4582,1,Elevated
EQ-1533,elevator,SEPTA,8.399805841579733,6,28.22337094112372,0.4581,1,Elevated
EQ-1637,elevator,SEPTA,30.03101723535497,8,12.934919249010136,0.4574,1,Elevated
EQ-0436,elevator,MTA_NYC,8.873677379990838,6,83.62965855859176,0.4569,1,Elevated
EQ-0445,platform_lift,MTA_NYC,20.16524539419176,2,26.55643442201664,0.4567,1,Elevated
EQ-0300,elevator,CTA,25.718859449532168,6,34.30210532834446,0.4565,1,Elevated
EQ-1366,escalator,MTA_NYC,19.93345651697073,1,7.773125145864165,0.4561,1,Elevated
EQ-0061,elevator,MTA_NYC,18.26283914496396,1,88.99214640003166,0.4558,1,Elevated
EQ-1229,elevator,SEPTA,6.2656677521922095,4,109.79262236843452,0.4533,1,Elevated
EQ-0446,platform_lift,SEPTA,13.83893319745205,2,20.61231339623985,0.4509,1,Elevated
EQ-1903,elevator,SEPTA,6.57091353102794,2,1.455187735790458,0.4499,1,Elevated
EQ-1901,elevator,MTA_NYC,14.05915524461631,1,12.595593980723027,0.4482,1,Elevated
EQ-1647,escalator,MTA_NYC,17.4197230181899,1,34.39943438210047,0.445,1,Elevated
EQ-0772,elevator,CTA,10.819843675439028,0,158.8029309896428,0.4445,1,Elevated
EQ-1503,elevator,SEPTA,11.98410287608674,2,45.82727326428704,0.4445,1,Elevated
EQ-0563,elevator,SEPTA,11.148286630700005,1,15.27418621480805,0.4436,1,Elevated
EQ-0655,elevator,MTA_NYC,10.452039206235751,5,15.599527032965549,0.4429,1,Elevated
EQ-0819,elevator,MTA_NYC,26.08066255493504,7,122.60316313472131,0.4424,1,Elevated
EQ-0716,escalator,MTA_NYC,15.802000375633668,2,5.783788253383109,0.4418,1,Elevated
EQ-0934,elevator,WMATA,8.654909678796672,7,63.98798715200804,0.4392,1,Elevated
EQ-1830,platform_lift,MTA_NYC,18.341336440379017,2,157.83957329144496,0.4384,1,Elevated
EQ-1537,escalator,MTA_NYC,40.0,3,70.1867305277626,0.4367,1,Elevated
EQ-0594,platform_lift,SEPTA,16.99754794042643,0,54.58115068128484,0.4366,1,Elevated
EQ-1096,elevator,MBTA,5.433617784953531,7,5.656483369322522,0.4341,1,Elevated
EQ-0363,escalator,MTA_NYC,22.57503551067128,2,49.62185452690718,0.4313,1,Elevated
EQ-1232,elevator,SEPTA,16.97542108288758,2,52.20827751070226,0.4312,1,Elevated
EQ-0987,elevator,MTA_NYC,23.91146345278194,6,108.03535758708766,0.4312,1,Elevated
EQ-0533,escalator,SEPTA,8.831940910262302,5,65.11556955051935,0.4311,1,Elevated
EQ-0317,elevator,MTA_NYC,9.583080239194969,8,16.10975198945812,0.4309,1,Elevated
EQ-0743,escalator,SEPTA,36.43298225281629,2,56.37704107228473,0.4299,1,Elevated
EQ-1907,elevator,MTA_NYC,17.63459563014314,0,3.1863835426485303,0.4299,1,Elevated
EQ-0570,escalator,MTA_NYC,11.987219032533451,3,51.994473970060014,0.4283,1,Elevated
EQ-0646,escalator,MBTA,15.305629500404828,2,3.408040252046305,0.4278,1,Elevated
EQ-0673,escalator,SEPTA,7.944853566624635,5,166.6702671829443,0.4277,1,Elevated
EQ-1603,elevator,SEPTA,9.03123203164744,5,117.09771938269505,0.4271,1,Elevated
EQ-1821,elevator,MTA_NYC,21.970434215680925,5,124.13082639802164,0.4266,1,Elevated
EQ-1190,elevator,MTA_NYC,12.224142998672717,3,78.34115906370886,0.4266,1,Elevated
EQ-0036,elevator,SEPTA,15.02934818947354,5,24.137452395659206,0.4264,1,Elevated
EQ-1798,elevator,SEPTA,4.36446931744362,14,58.46599253292058,0.4258,1,Elevated
EQ-1088,platform_lift,MTA_NYC,25.50761347994642,2,34.610743913568044,0.4239,1,Elevated
EQ-0724,escalator,MTA_NYC,16.624549264545287,6,22.473394962344155,0.4236,1,Elevated
EQ-1942,escalator,SEPTA,18.80114379327223,8,97.1882552596451,0.4231,1,Elevated
EQ-0580,elevator,SEPTA,15.168933708576608,3,62.39826527473882,0.4231,1,Elevated
EQ-0788,elevator,MBTA,12.210108243534991,9,26.208600362173893,0.4229,1,Elevated
EQ-0338,elevator,SEPTA,13.512664407316397,8,35.056631694284206,0.4213,1,Elevated
EQ-0275,escalator,MTA_NYC,7.742018796392368,6,78.3165240448878,0.4198,1,Elevated
EQ-0301,escalator,MTA_NYC,23.56098003780092,5,20.9435754177113,0.4191,1,Elevated
EQ-1844,platform_lift,SEPTA,10.69896235862137,4,4.406825985759852,0.4188,1,Elevated
EQ-1215,elevator,SEPTA,18.062628941188045,2,1.0,0.418,1,Elevated
EQ-1193,escalator,MTA_NYC,11.461081844703235,9,25.799472141731336,0.4177,1,Elevated
EQ-0182,platform_lift,SEPTA,16.472594608285714,1,28.38770766897074,0.4155,1,Elevated
EQ-0708,elevator,SEPTA,12.153784526425513,7,55.00783367118252,0.4146,1,Elevated
EQ-0537,elevator,SEPTA,19.299049185514026,2,168.98096513216234,0.4123,1,Elevated
EQ-1578,escalator,WMATA,13.35086533217976,0,14.570864333131858,0.4119,1,Elevated
EQ-0643,elevator,MTA_NYC,16.856255001447174,8,13.51624593118164,0.4103,1,Elevated
EQ-1876,escalator,SEPTA,22.85686823210302,1,24.01216153343175,0.41,1,Elevated
EQ-1815,platform_lift,MTA_NYC,9.46978158178976,2,6.350999316607889,0.4076,1,Elevated
EQ-0903,escalator,MTA_NYC,12.981065398265258,0,8.447052116005525,0.4062,1,Elevated
EQ-0069,platform_lift,MTA_NYC,25.725675780267466,1,18.6123037348581,0.4042,1,Elevated
EQ-0387,elevator,MTA_NYC,13.80920524063587,7,5.725390425520198,0.4037,1,Elevated
EQ-0193,escalator,MTA_NYC,5.443180308408577,6,55.21017063413624,0.4034,1,Elevated
EQ-1063,elevator,MTA_NYC,12.12967021553723,0,37.248951962216815,0.4025,1,Elevated
EQ-0889,elevator,CTA,19.27307650757964,3,2.0384178025814537,0.4021,1,Elevated
EQ-1130,escalator,CTA,9.52374177160026,4,3.149112146092075,0.4016,1,Elevated
EQ-0939,escalator,SEPTA,19.939727770636797,7,50.570131593697255,0.3966,1,Elevated
EQ-1939,elevator,MTA_NYC,10.435069943657966,8,325.6879554163555,0.3953,1,Elevated
EQ-1283,elevator,CTA,12.726251091497431,6,141.2883859497352,0.3949,1,Elevated
EQ-0451,escalator,MBTA,9.17188947654916,3,109.26852909829938,0.3947,1,Elevated
EQ-0656,elevator,CTA,29.79426066565633,0,7.780756085030249,0.3944,1,Elevated
EQ-1258,elevator,MTA_NYC,15.451752640173506,0,37.46238548815937,0.3938,1,Elevated
EQ-1194,elevator,MTA_NYC,28.59126010602223,1,152.85347614034853,0.3937,1,Elevated
EQ-0306,escalator,SEPTA,15.017380439419709,5,71.18206708578107,0.3936,1,Elevated
EQ-1036,elevator,MTA_NYC,8.758727239076475,5,74.35271793041677,0.3925,1,Elevated
EQ-1402,elevator,MBTA,13.493816526645771,2,149.64351812364666,0.3918,1,Elevated
EQ-1957,elevator,MTA_NYC,16.159244920169172,5,19.22668595951436,0.3913,1,Elevated
EQ-1708,escalator,SEPTA,16.854739315122927,3,1.0,0.391,1,Elevated
EQ-1430,elevator,MTA_NYC,40.0,1,93.26472787794384,0.3908,1,Elevated
EQ-0715,platform_lift,SEPTA,13.584220129201224,8,116.06271460903594,0.3888,1,Elevated
EQ-0848,escalator,MTA_NYC,15.513970423833332,6,39.75391380797121,0.3857,1,Elevated
EQ-0468,elevator,MTA_NYC,21.164712009677796,8,174.1536525871716,0.384,1,Elevated
EQ-0099,elevator,MTA_NYC,11.976592147516506,3,153.24064266582738,0.3829,1,Elevated
EQ-0382,escalator,MBTA,11.196723311494631,5,117.23891926443936,0.3817,1,Elevated
EQ-1928,escalator,WMATA,19.762962923413884,5,95.74381016510746,0.3813,1,Elevated
EQ-0798,escalator,MBTA,19.61385182396824,6,66.22244117060679,0.3812,1,Elevated
EQ-1622,escalator,SEPTA,11.237821014898229,8,38.86694101500287,0.3806,1,Elevated
EQ-1223,platform_lift,SEPTA,24.8063999945723,4,23.38860223629827,0.3806,1,Elevated
EQ-0389,escalator,WMATA,19.96980560501318,8,2.8619818880736805,0.3801,1,Elevated
EQ-0144,elevator,MTA_NYC,18.434374962825,1,12.703254190613748,0.3799,1,Elevated
EQ-1775,elevator,MBTA,19.580205376578668,1,300.9942660128671,0.3797,1,Elevated
EQ-1290,elevator,SEPTA,8.385131583754486,6,1.9588148582984724,0.3784,1,Elevated
EQ-1204,elevator,WMATA,15.219503782288593,7,13.33989253582014,0.378,1,Elevated
EQ-1276,elevator,CTA,11.354457151815534,11,58.35293203601032,0.3776,1,Elevated
EQ-1521,platform_lift,MTA_NYC,21.30105549181685,6,37.44709765531735,0.3773,1,Elevated
EQ-1778,elevator,WMATA,14.241414798938616,12,71.1200333887894,0.3768,1,Elevated
EQ-0666,elevator,SEPTA,10.84974074874854,3,38.24777698725231,0.3765,1,Elevated
EQ-1784,escalator,CTA,20.032171990998783,0,147.0754074290551,0.3763,1,Elevated
